404888731|Montana|Trump
62962887|Mississippi|Trump
322383331|Missouri|Biden
473587865|Louisiana|Biden
603581350|Washington|Biden
139872874|Illinois|Biden
176600982|Kentucky|Biden
611306396|Indiana|Biden
805557309|Pennsylvania|Biden
644490088|Alabama|Biden
553619084|Virginia|Trump
516648945|Idaho|Biden
744960106|Wisconsin|Trump
632766028|Vermont|Trump
11236084|Oklahoma|Biden
911307744|Minnesota|Trump
958017481|Montana|Trump
384299621|Connecticut|Trump
429229840|Nevada|Trump
379236159|Pennsylvania|Biden
213516806|Virginia|Trump
481295385|Kentucky|Biden
757869550|Arkansas|Biden
347132448|Delaware|Biden
886190404|Pennsylvania|Biden
649607373|Virginia|Biden
720656265|Minnesota|Trump
224733453|Wisconsin|Trump
99433341|Ohio|Biden
399699369|Vermont|Trump
709761228|Missouri|Trump
978470834|Alaska|Trump
519873335|Illinois|Biden
19986794|Louisiana|Trump
740941725|Vermont|Trump
46987317|Mississippi|Trump
833327613|Utah|Trump
257859968|Vermont|Biden
24563676|Delaware|Biden
146833855|Hawaii|Biden
376247353|Maryland|Trump
384256077|Mississippi|Biden
495625204|Georgia|Biden
279764051|Montana|Biden
593359178|Missouri|Biden
328959553|Missouri|Trump
962062392|Nevada|Biden
46707329|Wyoming|Trump
178478891|Missouri|Trump
361889260|Delaware|Biden
252459214|Indiana|Biden
818289336|Indiana|Biden
95274822|Massachusetts|Biden
25826686|Texas|Trump
666740136|Wyoming|Biden
597871792|Georgia|Biden
232193283|Alaska|Trump
62263661|Missouri|Biden
609748621|Nevada|Biden
87884023|Washington|Trump
775403497|Utah|Trump
847001729|Alabama|Trump
77147461|Nevada|Biden
840187464|Missouri|Trump
350847129|Connecticut|Trump
756587359|Florida|Biden
474387007|Florida|Biden
761095980|Wyoming|Biden
350502918|Virginia|Biden
751944419|Vermont|Trump
998737272|Georgia|Trump
931224027|Oregon|Biden
715892035|Arizona|Biden
14113810|Ohio|Trump
253632633|Maine|Trump
242567798|Hawaii|Biden
245613174|Michigan|Biden
183865604|Washington|Biden
480766621|Missouri|Trump
414976275|Maine|Biden
804079073|Vermont|Biden
924946525|Kentucky|Trump
288824100|Indiana|Biden
864784091|Wisconsin|Trump
106560665|Washington|Trump
520620462|Florida|Biden
634947818|Massachusetts|Trump
479121398|Michigan|Trump
241173386|California|Biden
321220585|Arizona|Biden
347576762|Minnesota|Trump
276417177|Mississippi|Biden
343924156|Hawaii|Biden
248123356|Michigan|Trump
652238181|Delaware|Trump
39247526|Arkansas|Trump
488115640|Michigan|Biden
960724250|Kentucky|Biden
274138417|Nebraska|Trump
337062325|Arizona|Trump
10917953|Pennsylvania|Trump
476623397|Ohio|Trump
50606580|Nebraska|Biden
654800467|Illinois|Biden
671451115|Nevada|Biden
426504276|Maine|Trump
306274690|Michigan|Biden
134356858|Arizona|Biden
570459196|Ohio|Trump
465298102|Oklahoma|Trump
970115664|California|Trump
232978438|Oklahoma|Biden
99963575|Utah|Biden
371186155|Illinois|Trump
662576393|Idaho|Trump
275514278|Idaho|Trump
428153557|Tennessee|Biden
124773492|Maryland|Trump
121435924|Mississippi|Trump
202873772|Massachusetts|Trump
946101584|Kentucky|Biden
697371541|Wyoming|Trump
898505659|Maryland|Biden
644148730|Washington|Biden
488647708|Pennsylvania|Trump
996694905|Alabama|Biden
15594975|Arizona|Trump
780813437|Alabama|Trump
754001409|Hawaii|Trump
465554918|Utah|Trump
493866534|Georgia|Biden
871106549|Wyoming|Biden
977845935|Michigan|Trump
338049593|Connecticut|Biden
979405492|Indiana|Trump
355495742|Arizona|Trump
543662672|Tennessee|Trump
514052935|Virginia|Biden
704948273|Maine|Biden
688266503|Minnesota|Trump
566446800|California|Trump
763749000|Utah|Biden
116813915|Oregon|Biden
832616514|Indiana|Biden
793391240|Alabama|Trump
191269808|Kansas|Trump
20008922|Colorado|Trump
595863193|Florida|Biden
35204883|Hawaii|Biden
548863637|Maryland|Biden
784316280|Arizona|Trump
102483622|Colorado|Biden
251425700|Massachusetts|Trump
879173424|Alabama|Biden
812306190|Kansas|Biden
77970230|Colorado|Biden
496045071|Oklahoma|Trump
600433914|Pennsylvania|Biden
804573626|Indiana|Trump
919470565|Connecticut|Biden
