190200036|Hawaii|Biden
138023171|Iowa|Biden
180751826|Michigan|Biden
873989292|Mississippi|Trump
388957223|Indiana|Trump
68839448|Iowa|Trump
415384584|Virginia|Trump
486970871|Oklahoma|Trump
748065738|Indiana|Biden
972378661|Delaware|Trump
459959322|Indiana|Biden
586909469|Maine|Biden
693300737|Arizona|Biden
992904268|Minnesota|Biden
830576818|Pennsylvania|Trump
5752236|California|Trump
57530773|Indiana|Trump
240352884|Alabama|Trump
560692177|Vermont|Biden
193517321|Iowa|Trump
622491904|Tennessee|Biden
574453779|Alabama|Biden
988170461|Maryland|Biden
160449563|Illinois|Biden
817514075|Illinois|Biden
899014735|Delaware|Biden
140978829|Georgia|Biden
666508033|Wisconsin|Biden
484433689|Alaska|Biden
160866779|Virginia|Biden
896739097|Maryland|Trump
148376467|Washington|Biden
555416592|Minnesota|Biden
711589129|Illinois|Trump
909291942|Wyoming|Trump
356071757|Nevada|Trump
372047420|Vermont|Biden
788890317|Ohio|Biden
4114975|Maryland|Trump
566389929|Nevada|Trump
524594530|Nebraska|Trump
118853146|Pennsylvania|Biden
746287843|Maryland|Biden
389354008|Arizona|Biden
945881282|Georgia|Trump
920250148|Pennsylvania|Trump
705128319|Oregon|Trump
375168278|Colorado|Trump
824441952|Wyoming|Biden
672358314|Missouri|Biden
698887511|Arkansas|Biden
361664820|Alabama|Biden
822963934|Maryland|Trump
452916427|Connecticut|Trump
61395168|Maryland|Biden
117509019|Washington|Trump
478321125|Utah|Trump
625580094|Oklahoma|Biden
600811264|Tennessee|Biden
218082450|Texas|Trump
668634717|Missouri|Biden
434522099|Hawaii|Trump
9942705|Texas|Biden
882386123|Arizona|Trump
545080998|Connecticut|Trump
766667597|Montana|Biden
376687973|California|Trump
176339928|Missouri|Biden
46694558|Ohio|Biden
769469855|Minnesota|Trump
478263136|Idaho|Biden
158066437|Ohio|Biden
649663194|Illinois|Biden
442961280|Idaho|Trump
49960141|Louisiana|Biden
34039352|Wyoming|Biden
695024663|Georgia|Biden
875531403|Oregon|Trump
910901320|Iowa|Biden
268618905|Wisconsin|Biden
684420170|Oregon|Trump
362261636|Illinois|Biden
832846432|Nevada|Biden
401556192|Oklahoma|Trump
840430689|Iowa|Biden
309302328|Minnesota|Trump
899165625|Massachusetts|Biden
904687968|Montana|Biden
