991981297|Utah|Trump
72945457|Colorado|Trump
813347603|Utah|Biden
654728434|Kansas|Biden
229007354|Oklahoma|Biden
53517064|Alaska|Biden
750338354|Maine|Biden
565984821|Tennessee|Trump
31304895|Michigan|Biden
137608301|Virginia|Trump
402311094|Florida|Trump
347954883|Louisiana|Trump
804051207|Delaware|Biden
503550471|Kansas|Biden
683309082|Texas|Biden
845813999|Iowa|Trump
713023133|Alabama|Trump
126954704|Hawaii|Biden
535383591|Oregon|Biden
27771696|Alaska|Trump
38807157|Minnesota|Biden
470049359|Montana|Trump
438576478|Vermont|Biden
812869208|Maryland|Trump
628847196|Delaware|Trump
982872308|Washington|Biden
198108|Minnesota|Biden
504806786|Hawaii|Trump
507310255|Tennessee|Trump
716984266|Texas|Biden
202130092|Washington|Biden
466132661|Alabama|Biden
216788726|Georgia|Biden
357279248|Oklahoma|Trump
926701955|Arkansas|Biden
397338267|Kentucky|Trump
452145247|Alaska|Biden
26420751|Utah|Trump
201165316|Missouri|Trump
119249777|Texas|Biden
548641366|Arizona|Trump
504914984|Indiana|Trump
171772373|Illinois|Biden
497515132|Oklahoma|Trump
416505711|California|Biden
780503643|Washington|Trump
824023345|Indiana|Biden
556067253|Indiana|Trump
716977034|Oklahoma|Trump
214982724|Nebraska|Biden
149093867|Michigan|Trump
976238404|Texas|Trump
572217693|Georgia|Trump
11178678|Hawaii|Trump
645889491|Kansas|Biden
674004037|Louisiana|Trump
850144166|Delaware|Trump
891840966|Florida|Biden
739369121|Ohio|Trump
353631229|Mississippi|Trump
424454396|Texas|Biden
772663080|Connecticut|Trump
536156140|Indiana|Biden
225544913|Alaska|Biden
557576433|Wyoming|Biden
21354446|Massachusetts|Trump
959513647|Colorado|Trump
398893099|California|Trump
120301641|Minnesota|Biden
338742550|Wyoming|Biden
904318219|Texas|Trump
793566491|Delaware|Biden
886652736|Montana|Trump
81744831|Oregon|Trump
687386758|Washington|Trump
114111390|Hawaii|Trump
904653579|Tennessee|Biden
826520336|Arizona|Biden
788838332|Maine|Biden
316604686|Tennessee|Trump
928113179|Michigan|Trump
714697247|Iowa|Trump
804676308|Utah|Biden
412352092|Tennessee|Trump
905509827|Oregon|Trump
652438109|Michigan|Biden
388135078|Maine|Trump
406413875|Nebraska|Biden
723814413|Arizona|Biden
322738918|Kentucky|Trump
620706234|Nebraska|Trump
10645422|Kansas|Trump
437978302|Arkansas|Biden
137318960|Arizona|Biden
344267494|Nevada|Trump
182924411|Vermont|Biden
95232492|Oklahoma|Trump
218404322|Nebraska|Trump
191851015|Oregon|Trump
312877666|Alabama|Biden
28607111|Vermont|Biden
135150580|Arizona|Biden
68021255|Massachusetts|Biden
359203422|Wisconsin|Trump
678484351|Louisiana|Trump
134928837|Missouri|Trump
648493676|Montana|Trump
995585731|Massachusetts|Biden
735062871|Colorado|Biden
772822092|Delaware|Biden
401971596|Kentucky|Trump
482823850|Georgia|Biden
651228773|Indiana|Trump
714090221|Wisconsin|Trump
858019398|Tennessee|Trump
992260218|Missouri|Biden
